3.300000000000000266e+00	1.508101463776740445e+02	4.428105184556381801e-01	3.405748962415005963e+02	1.054950410901064783e+00	8.740359096077758295e+04	2.305057153642583289e+05
3.400000000000000355e+00	1.540546173208092853e+02	4.527232001731337219e-01	3.402843443010974056e+02	1.050458075383013501e+00	8.688296346237606485e+04	2.296725775542951596e+05
3.500000000000000000e+00	1.572548296835246333e+02	4.625258408471992211e-01	3.399914465221751811e+02	1.045944972798806605e+00	8.636082523886894342e+04	2.288346923140514700e+05
3.600000000000000089e+00	1.603940687244831338e+02	4.721666205682926720e-01	3.396980255220821050e+02	1.041439374912408899e+00	8.584045342244471249e+04	2.279973022074097535e+05
3.700000000000000178e+00	1.634542098589688237e+02	4.815888075379695654e-01	3.394061641394806088e+02	1.036973142309396412e+00	8.532551605728516006e+04	2.271663403776515042e+05
3.800000000000000266e+00	1.664157891538203842e+02	4.907309211229791135e-01	3.391182050908830661e+02	1.032581655437794899e+00	8.482006078369142779e+04	2.263484210824881447e+05
3.900000000000000355e+00	1.692581295405903745e+02	4.995270849107688038e-01	3.388367410964816600e+02	1.028303611574659771e+00	8.432848878814013733e+04	2.255508045598836616e+05
4.000000000000000000e+00	1.719595317676126456e+02	5.079076050264716979e-01	3.385645933745179263e+02	1.024180662814758946e+00	8.385551153787906514e+04	2.247813312013486866e+05
4.100000000000000533e+00	1.744975405027832949e+02	5.157998134343901864e-01	3.383047763063594289e+02	1.020256869219708484e+00	8.340608772755655809e+04	2.240483198118026776e+05
4.200000000000000178e+00	1.768492924063516796e+02	5.231292042155069044e-01	3.380604465995313035e+02	1.016577949032684947e+00	8.298533873675273207e+04	2.233604262042469345e+05
4.299999999999999822e+00	1.789919484190740775e+02	5.298208748609948282e-01	3.378348360963219079e+02	1.013190318996721073e+00	8.259844209561200114e+04	2.227264605340499838e+05
4.400000000000000355e+00	1.809032075963407067e+02	5.358012663252126329e-01	3.376311684312794910e+02	1.010139931225979559e+00	8.225050384869865957e+04	2.221551644262503251e+05
4.500000000000000000e+00	1.825618896248384999e+02	5.410001595203920433e-01	3.374525615420953386e+02	1.007470936382415694e+00	8.194641316349686531e+04	2.216549535153441539e+05
4.600000000000000533e+00	1.839485644321574966e+02	5.453528533684904867e-01	3.373019198413635991e+02	1.005224225099649260e+00	8.169068480253632879e+04	2.212336354312430485e+05
4.700000000000000178e+00	1.850461974294307481e+02	5.488024129907792537e-01	3.371818218163334109e+02	1.003435923612670422e+00	8.148729753641111893e+04	2.208981180442672339e+05
4.800000000000000711e+00	1.858407692211301878e+02	5.513018410972118089e-01	3.370944106612562905e+02	1.002135942081683329e+00	8.133953888594113232e+04	2.206541272603741672e+05
4.900000000000000355e+00	1.863218244134454551e+02	5.528160090345063393e-01	3.370412965045218243e+02	1.001346684934714348e+00	8.124986764036765089e+04	2.205059558647085796e+05
5.000000000000000000e+00	1.864829043686371790e+02	5.533231839567810395e-01	3.370234788195735405e+02	1.001082032002856170e+00	8.121980549402472388e+04	2.204562648500360083e+05
5.099999999999999645e+00	1.864291703743437267e+02	5.531539886361445113e-01	3.370294243633733231e+02	1.001170337231539920e+00	8.122983580494376656e+04	2.204728453197808703e+05
5.200000000000000178e+00	1.862682123268820646e+02	5.526472243285371899e-01	3.370472231235698928e+02	1.001434727692573246e+00	8.125986919492330344e+04	2.205224859952336992e+05
5.299999999999999822e+00	1.860007584452611979e+02	5.518053432904731492e-01	3.370767621352108563e+02	1.001873636183192362e+00	8.130973393419601780e+04	2.206048863296090858e+05
5.400000000000000355e+00	1.856280105788154344e+02	5.506323906620762543e-01	3.371178552638679662e+02	1.002484478670769619e+00	8.137914677397953346e+04	2.207195508734569594e+05
5.500000000000000000e+00	1.851516268186264256e+02	5.491339429507992032e-01	3.371702463404551509e+02	1.003263695305856906e+00	8.146771730011372711e+04	2.208657972803062876e+05
5.599999999999999645e+00	1.845736979301462100e+02	5.473170247459802074e-01	3.372336133994922420e+02	1.004206805957933435e+00	8.157495383310601756e+04	2.210427671423171705e+05
5.700000000000000178e+00	1.838967183664621814e+02	5.451900064168236915e-01	3.373075738770317571e+02	1.005308478461907962e+00	8.170027068605001841e+04	2.212494392984460574e+05
5.799999999999999822e+00	1.831235527657535442e+02	5.427624860625687164e-01	3.373916905978711611e+02	1.006562607422494704e+00	8.184299655609671026e+04	2.214846451906721632e+05
5.900000000000000355e+00	1.822573989061767463e+02	5.400451592403915368e-01	3.374854783672786880e+02	1.007962401240358519e+00	8.200238380606057763e+04	2.217470858077214798e+05
6.000000000000000000e+00	1.813017481066330845e+02	5.370496800567380324e-01	3.375884109780662925e+02	1.009500474965834727e+00	8.217761838662497757e+04	2.220353497443294036e+05
6.099999999999999645e+00	1.802603440577167078e+02	5.337885171830982767e-01	3.376999284454154804e+02	1.011168946594354301e+00	8.236783014987684146e+04	2.223479319063318835e+05
6.200000000000000178e+00	1.791371410535673192e+02	5.302748082815080810e-01	3.378194442879670305e+02	1.012959534474082712e+00	8.257210330958764825e+04	2.226832524041772122e+05
6.299999999999999822e+00	1.779362625425241333e+02	5.265222161083643604e-01	3.379463526870493979e+02	1.014863653645013519e+00	8.278948681800387567e+04	2.230396752079210128e+05
6.400000000000000355e+00	1.766619607919649013e+02	5.225447891176122628e-01	3.380800353789434780e+02	1.016872509211126152e+00	8.301900445789072546e+04	2.234155261928822147e+05
6.500000000000000000e+00	1.753185782949929319e+02	5.183568287890862880e-01	3.382198681640753080e+02	1.018977185213807868e+00	8.325966448685977957e+04	2.238091102773213061e+05
6.599999999999999645e+00	1.739105114065476982e+02	5.139727653977739230e-01	3.383652269434059008e+02	1.021168727801818887e+00	8.351046870474072057e+04	2.242187274183373956e+05
6.700000000000000178e+00	1.724421766192038206e+02	5.094070436274169555e-01	3.385154932120038893e+02	1.023438221722783981e+00	8.377042083746982098e+04	2.246426872786911554e+05
6.799999999999999822e+00	1.709179798128571974e+02	5.046740191270191467e-01	3.386700589590676032e+02	1.025776859389243789e+00	8.403853415371247684e+04	2.250793224232361827e+05
6.900000000000000355e+00	1.693422886606534803e+02	4.997878665752349958e-01	3.388283309498105496e+02	1.028176002111893972e+00	8.431383826633606805e+04	2.255269999700831831e+05
7.000000000000000000e+00	1.677194081930598486e+02	4.947624992064650895e-01	3.389897343918749471e+02	1.030627233460022607e+00	8.459538511049644148e+04	2.259841316926814034e+05
7.099999999999999645e+00	1.660535594499980618e+02	4.896114994901555884e-01	3.391537160032264069e+02	1.033122404891840151e+00	8.488225410916816327e+04	2.264491826049878728e+05
7.200000000000000178e+00	1.643488611923309577e+02	4.843480607522980819e-01	3.393197465001952651e+02	1.035653673798390573e+00	8.517355653561701183e+04	2.269206780635280302e+05
7.300000000000000711e+00	1.626093146145625781e+02	4.789849394129142013e-01	3.394873225322507437e+02	1.038213534207503397e+00	8.546843909305213310e+04	2.273972094403790543e+05
7.400000000000000355e+00	1.608387908275659299e+02	4.735344169641654277e-01	3.396559681104179731e+02	1.040794840695176804e+00	8.576608676572356489e+04	2.278774384777680098e+05
7.500000000000000000e+00	1.590410207920572816e+02	4.680082705388312059e-01	3.398252355860054195e+02	1.043390826201687771e+00	8.606572501292458037e+04	2.283601004629540839e+05
7.599999999999999645e+00	1.572195875300097043e+02	4.624177513725305499e-01	3.399947062225803052e+02	1.045995114245955593e+00	8.636662135409288749e+04	2.288440063239258307e+05
7.700000000000000178e+00	1.553779205312249019e+02	4.567735707422848623e-01	3.401639903962182530e+02	1.048601725917874150e+00	8.666808638035782496e+04	2.293280437249935640e+05
7.800000000000000711e+00	1.535192920690803362e+02	4.510858923465296821e-01	3.403327274778634433e+02	1.051205082328384277e+00	8.696947426303090469e+04	2.298111772966277204e+05
7.900000000000000355e+00	1.516468150298086073e+02	4.453643297710140891e-01	3.405005854595011101e+02	1.053800003335308988e+00	8.727018284637675970e+04	2.302924481587187038e+05
8.000000000000000000e+00	1.497634421443621591e+02	4.396179485731738779e-01	3.406672603573969127e+02	1.056381702942311929e+00	8.756965336421808752e+04	2.307709728174476477e+05
8.099999999999999645e+00	1.478719666186407551e+02	4.338552728536064773e-01	3.408324754152208129e+02	1.058945781620673543e+00	8.786736980349074292e+04	2.312459414878992538e+05
8.199999999999999289e+00	1.459750237948684060e+02	4.280842950880608955e-01	3.409959801604961740e+02	1.061488216292978626e+00	8.816285799539431173e+04	2.317166159844947979e+05
8.300000000000000711e+00	1.440750935208398289e+02	4.223124881482928639e-01	3.411575493601046105e+02	1.064005348617839575e+00	8.845568450423066679e+04	2.321823273017552565e+05
8.400000000000000355e+00	1.421745033877201934e+02	4.165468199269348193e-01	3.413169818765117043e+02	1.066493871544566874e+00	8.874545530692096509e+04	2.326424728830343229e+05
8.500000000000000000e+00	1.402754326863793324e+02	4.107937700436680717e-01	3.414740994525496944e+02	1.068950814523802251e+00	8.903181430519868445e+04	2.330965136515491176e+05
8.599999999999999645e+00	1.383799165897712555e+02	4.050593470877972280e-01	3.416287454780724033e+02	1.071373528172803846e+00	8.931444176135594898e+04	2.335439709535185248e+05
8.699999999999999289e+00	1.364898508274063715e+02	3.993491071660356106e-01	3.417807837258005748e+02	1.073759668175579662e+00	8.959305263046623440e+04	2.339844233742447395e+05
8.800000000000000711e+00	1.346069968445830511e+02	3.936681736977793444e-01	3.419300970667783304e+02	1.076107178564003286e+00	8.986739480490995629e+04	2.344175034553524456e+05
8.900000000000000355e+00	1.327329867569810062e+02	3.880212563526991287e-01	3.420765862278712461e+02	1.078414275352979290e+00	9.013724738419326604e+04	2.348428944934271858e+05
9.000000000000000000e+00	1.308693287191521790e+02	3.824126709858137740e-01	3.422201685466823733e+02	1.080679429829963123e+00	9.040241888816100254e+04	2.352603272910984233e+05
9.100000000000001421e+00	1.290174125090129280e+02	3.768463599580443302e-01	3.423607767456661009e+02	1.082901351842899818e+00	9.066274545367766405e+04	2.356695769241802918e+05
9.199999999999999289e+00	1.271785145931292647e+02	3.713259106284447220e-01	3.424983577846425646e+02	1.085078974031005616e+00	9.091808912571620021e+04	2.360704596985273820e+05
9.300000000000000711e+00	1.253538039075715744e+02	3.658545757321239877e-01	3.426328716996960679e+02	1.087211435557677630e+00	9.116833607462437067e+04	2.364628300306817982e+05
9.400000000000000355e+00	1.235443468639516595e+02	3.604352911680462346e-01	3.427642905432126668e+02	1.089298067173484652e+00	9.141339495438757876e+04	2.368465775883420138e+05
9.500000000000000000e+00	1.217511128765136590e+02	3.550706950954752306e-01	3.428925973284726183e+02	1.091338376097856333e+00	9.165319522549702378e+04	2.372216244115920854e+05
9.600000000000001421e+00	1.199749793345587250e+02	3.497631451207321995e-01	3.430177850589302011e+02	1.093332032006325116e+00	9.188768559423653642e+04	2.375879222508695966e+05
9.699999999999999289e+00	1.182167367731492362e+02	3.445147358417672279e-01	3.431398557867353816e+02	1.095278853262089402e+00	9.211683246821079229e+04	2.379454499623198644e+05
9.800000000000000711e+00	1.164770936879933885e+02	3.393273151037080604e-01	3.432588197398570173e+02	1.097178794035549076e+00	9.234061850467103068e+04	2.382942110779417562e+05
9.900000000000000355e+00	1.147566813047504866e+02	3.342024999066788293e-01	3.433746944944894608e+02	1.099031931959491892e+00	9.255904121119498450e+04	2.386342314847980160e+05
1.000000000000000000e+01	1.130560581657675243e+02	3.291416915694486689e-01	3.434875042012499762e+02	1.100838456473055338e+00	9.277211161766636360e+04	2.389655572404889099e+05
